cz,czname,pop2000,fips,statename,stateabbrv,le_agg_q1_F,le_raceadj_q1_F,le_agg_q2_F,le_raceadj_q2_F,le_agg_q3_F,le_raceadj_q3_F,le_agg_q4_F,le_raceadj_q4_F,le_agg_q1_M,le_raceadj_q1_M,le_agg_q2_M,le_raceadj_q2_M,le_agg_q3_M,le_raceadj_q3_M,le_agg_q4_M,le_raceadj_q4_M,sd_le_agg_q1_F,sd_le_raceadj_q1_F,sd_le_agg_q2_F,sd_le_raceadj_q2_F,sd_le_agg_q3_F,sd_le_raceadj_q3_F,sd_le_agg_q4_F,sd_le_raceadj_q4_F,sd_le_agg_q1_M,sd_le_raceadj_q1_M,sd_le_agg_q2_M,sd_le_raceadj_q2_M,sd_le_agg_q3_M,sd_le_raceadj_q3_M,sd_le_agg_q4_M,sd_le_raceadj_q4_M,count_q1_F,count_q2_F,count_q3_F,count_q4_F,count_q1_M,count_q2_M,count_q3_M,count_q4_M
30601,"El Paso",857648,48,"Texas","TX",85.18488,81.72616,85.82561,83.0434,86.39491,84.19645,87.84021,86.74074,80.00359,76.43487,81.88563,79.19463,82.98668,81.01802,84.13165,83.17299,.2088504,.5662509,.3152946,.5763959,.3793426,.5739888,.3974869,.4762533,.1686744,.4159555,.2807909,.4354719,.3830056,.474831,.4193576,.4635117,880311,498880,342776,248079,798478,487202,332662,234231
30602,"Alamogordo",81709,35,"New Mexico","NM",81.1339,79.97362,85.67374,85.23466,85.81675,85.37611,86.55185,86.67959,77.29309,76.24264,80.36316,79.93346,81.22161,81.09293,83.14268,83.344,.6071758,.6187898,.7614432,.7643583,.8315081,.8348706,1.123007,1.072997,.5237012,.5235451,.6551396,.6521494,.7965286,.7819524,1.23809,1.210389,61899,51194,42550,24286,56155,49839,39347,20722
30604,"Deming",61950,35,"New Mexico","NM",83.65542,82.09563,85.47097,84.15105,83.79932,82.92858,83.45378,83.1544,78.21834,76.5925,82.61529,81.33948,83.82896,83.00954,86.02148,85.75406,.6242757,.6742417,.8277411,.8896661,1.208546,1.187125,1.824776,1.770443,.4931831,.5084231,.7809011,.8082825,1.012189,1.039026,1.669655,1.653635,60326,37912,26694,12764,60953,37492,24445,11099
30701,"Roswell",113040,35,"New Mexico","NM",81.41558,79.67118,83.83064,83.09997,85.34876,85.14173,86.99245,86.82138,76.7944,74.94825,81.12412,80.29144,83.12864,82.81493,83.16094,82.98668,.5743847,.6008075,.6923947,.6980354,.8748341,.8579553,1.107038,1.086915,.4515579,.4685028,.6114891,.6169025,.7337358,.727942,1.052537,1.036533,86516,66361,56068,39475,78743,69156,57173,36759
30801,"Hobbs",90061,35,"New Mexico","NM",80.66143,79.21262,83.15976,82.61943,83.96821,83.7421,85.63879,85.79806,75.72495,74.1097,79.01034,78.32162,82.40303,82.09487,81.29913,81.40742,.6817293,.6907455,.8472585,.8352465,.8951607,.8766247,1.312359,1.262048,.552598,.5536837,.6793103,.6686161,.8536004,.8487218,1.093796,1.074631,60678,47833,45682,32602,54696,55287,50112,31395
30802,"Lubbock",287568,48,"Texas","TX",80.74867,79.85723,83.45735,82.87493,85.72852,85.63935,87.29171,87.411,75.95635,74.94207,78.81893,78.19758,82.31079,82.22378,85.30338,85.43179,.3949907,.4084361,.483209,.4882783,.5339887,.52356,.5994258,.579986,.3296751,.340178,.4023968,.40521,.5122251,.5022215,.526112,.5085579,197723,163789,145339,123820,170857,157092,138751,114419
30901,"Clovis",73078,35,"New Mexico","NM",81.66251,80.49722,82.69406,82.47556,85.73655,85.60323,88.43147,88.24814,77.47311,76.18832,80.19955,79.93604,81.33373,81.20403,83.62954,83.49044,.7333556,.7430091,.9770147,.9490749,1.052659,1.030918,1.511042,1.50301,.6197935,.6266145,.8350134,.8173737,1.0532,1.033069,1.421647,1.398696,51027,41796,33536,17921,47782,44485,32172,15964
30902,"Littlefield",29588,48,"Texas","TX",79.58343,77.8542,85.33669,84.63297,85.14176,85.04606,85.36066,85.55166,78.63615,76.64478,79.64079,78.85832,83.74466,83.6907,82.13683,82.41515,1.003126,.9910224,1.300389,1.298012,1.483043,1.437479,1.947301,1.861974,.8698854,.8722233,1.201453,1.182158,1.684085,1.648788,2.37776,2.34594,22219,17585,12190,6916,22960,19192,11887,5758
30903,"Amarillo",240752,48,"Texas","TX",80.71329,80.24065,82.65788,82.5301,84.80929,84.96857,87.93223,88.06502,75.54851,75.02464,79.07063,78.91843,82.66286,82.79146,84.0466,84.24125,.4407665,.4329275,.5009299,.48851,.5447641,.5233636,.5659479,.544874,.3452204,.3403151,.4361364,.4281667,.5024157,.4902654,.5819694,.566059,157947,147092,138555,112918,143662,144968,134472,105482
30904,"Pampa",57355,48,"Texas","TX",78.17638,78.43761,81.88121,81.97777,83.77803,84.0603,87.20869,87.45043,75.09952,75.22321,78.15854,78.19011,82.59322,82.80239,83.08527,83.42002,.7486632,.7269355,.904658,.8743643,.9727865,.9283291,1.090732,1.033198,.6726583,.6625326,.7532224,.7392519,.8579037,.8320183,1.177337,1.134438,31814,31634,36547,27226,26847,35829,39612,25351
30908,"Plainview",52751,48,"Texas","TX",81.71971,80.16868,83.11418,82.40505,84.46599,84.46544,85.37622,85.53626,77.84325,76.00471,79.35278,78.52675,80.50413,80.45569,85.63402,85.59172,.8826671,.8959001,1.037093,1.024719,1.323441,1.274645,1.766863,1.702175,.6751133,.684936,.883498,.8699387,1.144126,1.123035,1.259053,1.232228,38094,31240,21617,12822,37317,33093,20644,11051
31001,"Garden City",52031,20,"Kansas","KS",81.28111,80.64428,84.66178,84.30619,88.59316,88.23822,85.0831,84.96361,76.62822,75.75245,81.874,81.4188,82.27135,81.78283,85.21332,85.01062,1.169277,1.143591,1.245915,1.222046,1.083133,1.101297,1.770746,1.729567,.8376997,.8207694,1.034684,1.025465,1.256793,1.24034,1.596137,1.58103,25151,28036,27804,16056,25785,33862,27432,14494
31004,"Liberal",32998,20,"Kansas","KS",79.37606,79.49873,82.61253,82.56748,84.16766,83.95996,87.64103,87.45954,78.10624,77.68233,81.17475,80.93342,82.28313,81.91116,84.51947,84.35946,1.307942,1.258634,1.378331,1.332438,1.578961,1.543547,1.697098,1.685582,.976706,.955503,1.176264,1.150308,1.268099,1.258368,2.015871,1.995345,16140,18797,17777,9924,17947,22445,18557,9254
31006,"Guymon",29937,40,"Oklahoma","OK",79.92693,79.55327,79.98593,80.30258,84.81561,84.94959,87.74605,87.77136,78.68234,77.96146,79.98457,79.80565,81.19761,81.15313,85.4434,85.4352,1.210394,1.167229,1.373407,1.338364,1.610358,1.546636,1.929611,1.874146,1.001644,.9915304,1.057548,1.030807,1.275815,1.246823,1.870525,1.827462,15596,17135,16420,9272,16885,20704,16847,8421
31007,"Dumas",31880,48,"Texas","TX",81.04018,80.33516,85.9572,85.34541,81.05827,80.91393,79.86088,80.01991,78.00136,76.98114,80.6258,79.79694,81.85734,81.63235,83.44307,83.36116,1.379762,1.34427,1.305188,1.317036,1.538504,1.48937,1.73079,1.725792,.9659198,.9501298,1.151178,1.145057,1.429957,1.40499,1.838191,1.803542,18086,18427,15794,10460,18927,21892,16644,9941
31101,"Victoria",165277,48,"Texas","TX",82.24833,81.24851,84.86094,84.17961,87.0459,86.90538,87.65887,87.56845,75.73126,74.68058,80.73951,80.08545,83.41994,83.30087,83.3071,83.23881,.4756046,.496625,.5042207,.5223171,.5829652,.571447,.7419434,.7311212,.3737177,.3749212,.4834024,.488626,.57251,.5617106,.7189978,.7076518,118855,96708,96873,75489,100981,103863,101665,71498
31102,"La Grange",42194,48,"Texas","TX",81.98187,82.13679,85.62688,85.8353,86.72024,86.92018,88.59036,88.73232,76.485,76.52426,79.65373,79.86798,83.11958,83.36452,87.50118,87.63352,.8750579,.8442757,1.066726,1.013812,1.086485,1.044032,1.057535,1.007856,.7098997,.6972985,.8266172,.8087906,1.165266,1.135548,1.127728,1.088403,30241,28134,27901,20610,28983,30880,27612,18297
31201,"Austin",1298076,48,"Texas","TX",82.96882,82.29153,85.36025,84.89711,86.69178,86.3651,88.14954,88.08423,77.91634,77.30391,81.32893,80.93511,83.2247,82.98853,86.27609,86.30037,.2346653,.2617376,.2276712,.2403548,.241531,.2483704,.2211793,.2198001,.1867813,.1965296,.2154866,.2183426,.2235139,.2243592,.2085603,.2057297,698860,849401,841691,1073408,715216,780430,828845,1093358
31202,"Burnet",51191,48,"Texas","TX",82.6739,82.72254,83.56039,83.83002,85.79337,86.0929,87.73058,87.91377,77.03198,77.17535,80.0619,80.30679,80.44307,80.79078,85.28964,85.49023,.7259915,.6991784,.8429459,.806839,1.070127,1.019446,.9861524,.9380378,.6370398,.6307601,.7722965,.7548819,.8542762,.8398823,.9046738,.8716027,42068,37783,33634,29862,37892,36098,29880,24755
31301,"San Antonio",1724863,48,"Texas","TX",83.16693,80.76361,84.77695,83.12006,85.74036,84.67045,87.51898,87.06241,77.52207,75.23521,80.84216,79.33536,82.88953,81.93478,85.06725,84.7084,.1638176,.3685214,.1973299,.3239776,.2115902,.2835761,.2242441,.2493258,.1368714,.2563425,.1807227,.2605426,.2023432,.2462476,.2278147,.241432,1328108,1151317,1027151,965400,1203985,1079462,973705,916684
31302,"Beeville",47805,48,"Texas","TX",83.03822,80.34844,84.90672,83.41666,85.68217,85.18446,87.32946,86.94568,74.99937,72.59494,76.93552,75.61832,81.91738,81.42823,81.94888,81.74885,.9814008,1.094422,1.297976,1.362812,1.627823,1.619449,1.523933,1.52916,.7432969,.7128555,.8935768,.8273695,1.313439,1.302893,1.938943,1.900976,30412,23412,17630,10696,26805,25171,18184,9689
31303,"Kerrville",64467,48,"Texas","TX",83.22675,82.95071,85.0788,85.28338,85.78151,85.98977,87.08527,87.26961,77.4065,77.05132,81.16333,81.36777,82.71507,82.85337,87.11162,87.21851,.6427361,.6282578,.718681,.6834236,.9212745,.8786955,.890083,.8493314,.5851544,.5756626,.7219481,.6989554,.8030601,.7809288,.7018456,.674953,53015,50155,43220,36501,49496,44552,36352,30416
31401,"Midland",262282,48,"Texas","TX",80.46482,79.21758,82.69637,82.26596,84.00539,83.7186,85.99807,85.90971,74.99486,73.58319,79.041,78.53644,81.43674,81.10018,84.06503,83.97555,.400609,.4367308,.517112,.5117913,.5564174,.5451913,.6195995,.6093909,.3390621,.3514626,.4309016,.4252391,.4892561,.4867389,.5666983,.5594698,180383,151888,145778,143667,148139,160376,155234,140803
31402,"Pecos",31286,48,"Texas","TX",81.70087,79.02034,82.48502,80.79569,86.4781,85.61694,88.71913,88.4104,74.99592,72.21201,80.58695,78.69308,80.62231,79.60654,82.77522,82.31736,1.05183,1.115565,1.486195,1.491701,1.398153,1.448875,2.004253,2.010059,.7702335,.7477747,1.183496,1.216373,1.491181,1.474099,2.249567,2.24375,23113,17126,14384,8017,19241,19195,15545,7100
31503,"Laredo",210580,48,"Texas","TX",86.12486,82.26313,86.98154,83.54245,83.61107,79.807,85.35992,82.14635,80.09548,75.8611,81.62178,77.86423,82.68929,79.05625,84.28281,81.10437,.3961506,.7448866,.6539919,.980911,.9417413,1.089888,1.247399,1.34401,.331109,.5515367,.6323646,.7820055,.8819154,1.00189,.9327723,1.093123,226108,104755,60487,48047,212609,106322,61815,47614
31600,"Brownsville",978369,48,"Texas","TX",86.0045,82.67953,85.84806,83.15565,86.07774,83.95945,87.68267,86.31744,81.09204,77.4717,82.42515,79.69312,83.25334,81.19976,84.68966,83.35698,.1917527,.5722859,.376068,.5959937,.4660752,.6399756,.5048109,.6001009,.1685424,.4336235,.3180889,.4709856,.4534778,.5456424,.4911236,.5357375,1082910,447865,255943,183615,986632,435667,246071,177955
31700,"Corpus Christi",503493,48,"Texas","TX",82.58241,79.88952,83.84338,81.87204,85.62503,84.33775,86.78725,85.96584,76.25488,73.6481,79.92097,78.07744,81.74088,80.5249,84.95171,84.26541,.2908058,.4817427,.3787622,.5003137,.4043904,.4764011,.4634945,.5012031,.2306939,.3219092,.3158988,.3685311,.3463446,.3796104,.4075582,.4288088,406772,280473,252169,204238,345065,293161,267530,196437
31800,"College Station",208437,48,"Texas","TX",81.06729,81.42781,84.58579,84.47486,84.57095,84.46555,87.8912,88.10765,76.28635,76.56981,79.84262,79.77435,81.47548,81.38268,85.25386,85.48148,.5244413,.5091268,.6265928,.6170995,.7146613,.7013753,.7095985,.6776071,.4220425,.4156169,.555025,.5449975,.5988399,.5878725,.6476457,.6214477,114073,98780,94629,95489,103558,100350,95996,90637
31900,"Pearland",320912,48,"Texas","TX",80.84807,80.25018,83.20524,82.88143,84.22198,84.07539,87.04982,86.91476,75.70969,75.22861,79.3837,79.10649,81.51488,81.42467,84.03471,84.03007,.3994052,.4062692,.4275081,.4223439,.4459541,.4408538,.4561526,.4536076,.3129727,.3101488,.3525982,.348617,.3821681,.3756195,.4530208,.4448294,199214,188784,215951,250870,170166,197318,233452,253945
32000,"Houston",4504013,48,"Texas","TX",82.21442,81.79932,83.72044,83.13515,85.15508,84.64231,87.58354,87.27061,77.14347,76.69479,79.52505,78.9916,81.68765,81.28934,85.08487,84.91247,.1121633,.1618981,.13031,.1651268,.138938,.161143,.1266953,.1440929,.0886433,.1207322,.1124393,.128864,.1227053,.1359964,.1114283,.1173979,2979966,2727209,2430836,3407386,2742043,2584816,2427498,3504724
32100,"Beaumont",497770,48,"Texas","TX",81.25077,82.0179,83.85538,84.25671,85.53241,85.85536,86.99837,87.26739,74.79601,75.64719,79.58608,80.02035,82.19049,82.50707,83.76485,84.08024,.2418775,.240255,.3065079,.2974005,.3287592,.3152461,.3937833,.3764738,.2081866,.2152475,.2595391,.2572,.2958366,.2891389,.3729803,.3619616,373485,289555,280784,228926,298321,292879,297167,218245
32201,"Huntsville",191792,48,"Texas","TX",80.09824,80.77265,83.99179,84.25376,85.57744,85.9282,87.60365,87.81078,75.37395,76.07342,78.98573,79.22369,81.57307,81.98186,84.19678,84.42242,.4454631,.4339504,.5310314,.512754,.5943696,.5699807,.7702926,.7394562,.3392369,.3408827,.4448417,.4386735,.538393,.5289265,.6746619,.658032,135678,109424,90279,57561,113828,110472,87941,51447
32202,"Nacogdoches",103842,48,"Texas","TX",80.7804,81.40745,84.12968,84.56274,84.9632,85.43307,87.77034,87.97981,75.97835,76.59846,80.21236,80.64333,82.22397,82.67521,83.4247,83.78082,.5127134,.4976431,.6988257,.6694195,.8895825,.8409258,.8362362,.7933648,.4506953,.4457359,.6223884,.6048269,.7259299,.6983639,.9336554,.8928626,82898,60146,49129,32366,71232,63792,48009,28999
32301,"San Angelo",113973,48,"Texas","TX",81.4317,80.12917,83.70439,83.07964,87.05237,87.07129,88.55996,88.58471,77.2099,75.90457,80.75765,80.16336,82.13932,82.28558,84.52293,84.59624,.5836374,.6092849,.7007302,.7045476,.721983,.6934083,.8458292,.8190867,.481986,.4906931,.6389168,.6394497,.7567989,.734794,.9436905,.9206076,79769,70703,64650,45132,73128,66838,61337,41197
32304,"Uvalde",35212,48,"Texas","TX",84.15367,81.70603,87.10361,85.82059,86.96467,86.44332,86.32949,85.78298,80.1283,77.58992,82.75472,81.29607,81.26382,80.71735,79.70823,79.28767,.9218447,1.029956,1.199061,1.291113,1.634466,1.651795,1.809699,1.823891,.7796988,.8405833,1.077446,1.125883,1.443593,1.419192,1.644044,1.596384,34750,19948,14742,10793,32984,20426,14709,9560
32305,"Del Rio",49316,48,"Texas","TX",84.03578,80.51917,85.81867,83.24818,85.17459,83.20799,87.87667,86.57952,79.73174,76.2048,81.66438,79.20708,83.43729,81.7691,83.95078,82.75925,.8836523,1.098572,1.301911,1.484925,1.513457,1.604739,1.747352,1.895711,.6940048,.7694343,1.059941,1.12427,1.251895,1.328853,1.594353,1.624844,47627,26043,19380,12940,42448,27868,20603,12384
32306,"Eagle Pass",47297,48,"Texas","TX",85.31747,81.29448,88.01241,84.68505,89.80771,87.60802,89.70653,87.26412,79.42353,75.3156,82.66098,78.63605,83.35187,80.34727,81.08353,78.4453,.8289691,1.136862,1.443065,1.891909,2.227748,2.806928,4.19304,4.805755,.6333064,.6902136,1.405175,1.507111,2.270739,2.27353,4.775589,4.535864,64773,26659,10975,4607,65610,26722,11265,4223
32401,"Big Spring",54073,48,"Texas","TX",81.07938,79.82705,81.0589,80.34942,83.81958,83.61584,86.94166,86.92432,74.87883,73.61645,77.88626,77.12872,80.00998,79.8042,83.39886,83.34363,.8843059,.8908743,1.029694,1.015711,1.166236,1.145355,1.486486,1.443554,.6432886,.6248956,.869032,.8439581,1.060965,1.043458,1.330785,1.306612,33856,27249,25095,16624,31416,29239,25186,14770
32403,"Snyder",26918,48,"Texas","TX",82.75597,81.60351,79.69593,79.84863,86.79062,86.7935,87.24891,87.30624,73.98452,72.88719,75.99513,76.04173,82.54488,82.53968,86.2486,86.41111,1.155037,1.173142,1.370702,1.336234,1.441048,1.388547,1.576814,1.515076,.9667039,.9226784,1.005092,.9951775,1.379996,1.33946,2.057129,1.981486,16485,13957,14250,8240,13975,15347,14479,7426
32501,"Abilene",191518,48,"Texas","TX",80.44107,80.21456,82.6692,82.6162,84.93678,85.14806,87.76316,88.03118,75.4931,75.32426,80.35065,80.30545,82.66486,82.9285,82.93172,83.35013,.4256209,.4172964,.5377538,.5239066,.6150371,.5901426,.6757484,.6344284,.3468179,.3429178,.46894,.4618192,.5739212,.562313,.7918846,.7662273,136403,116143,103445,64095,121046,118246,98302,56641
32601,"Wichita Falls",151524,48,"Texas","TX",79.00239,79.18387,81.98397,82.08733,84.17754,84.33106,87.4485,87.60229,73.87528,74.13391,79.09505,79.2241,81.58229,81.81001,85.50976,85.70332,.4895094,.4732992,.5588142,.5438206,.6339991,.6148041,.8332663,.8053942,.3950771,.393733,.5320323,.5238359,.6020712,.5913535,.8131711,.7875879,90193,91067,89877,55041,79869,90897,87927,49106
32602,"Graham",28556,48,"Texas","TX",81.15922,81.19162,84.2385,84.62302,83.0819,83.54462,85.74803,85.96976,75.8451,75.85011,81.25861,81.70123,82.31618,82.73354,84.27608,84.44009,.9611571,.9262203,1.212205,1.143677,1.361739,1.296399,1.978306,1.905013,.7901995,.7742515,1.146454,1.105709,1.362432,1.315207,1.997369,1.94445,21995,17973,15779,10228,19848,19572,15567,8997
32701,"Brownwood",58246,48,"Texas","TX",80.68224,80.51785,82.1441,82.256,82.34245,82.75842,88.14537,88.38624,76.08757,75.81846,80.68194,80.70487,84.27359,84.53046,82.19776,82.57729,.693569,.6756746,.8516906,.8211223,1.166237,1.131161,1.395639,1.321106,.5503842,.5444504,.7769758,.7594354,.9658662,.9273447,1.320665,1.293205,45865,38787,31238,15482,42776,39539,29611,13697
32702,"Stephenville",55256,48,"Texas","TX",82.16083,82.02058,84.80446,85.04878,85.13005,85.4757,86.33463,86.66759,77.49847,77.24316,80.98625,81.26833,83.03709,83.39863,83.11356,83.48918,.8030304,.7772961,.9295433,.8753557,1.109169,1.053122,1.431718,1.357963,.6388163,.6257052,.8350736,.8074113,1.03824,1.0062,1.359962,1.316419,37263,33425,27541,17198,37137,34639,26801,15343
32801,"Waco",281618,48,"Texas","TX",79.76098,80.13196,83.76644,83.9022,85.62936,85.79935,87.17899,87.29527,75.36487,75.62485,78.96907,79.07626,81.77069,81.93893,84.33282,84.55766,.3694212,.3614466,.4675577,.4530221,.5134745,.4975942,.6186955,.6005866,.2891122,.287162,.3796183,.374178,.4227155,.4133366,.5780582,.5619966,198614,173674,156961,111120,180805,171155,150368,100796
32802,"Corsicana",100377,48,"Texas","TX",80.65005,81.34312,83.27509,83.56348,84.08087,84.39951,88.91938,89.09406,75.94341,76.56716,79.10661,79.3615,80.09131,80.43999,82.15866,82.52013,.5269458,.5046308,.6499038,.6266223,.8496678,.8202605,.7157468,.6761245,.4466111,.4436965,.5882282,.5783261,.7098919,.6966028,.9936254,.9674179,81335,60961,53687,35198,70546,63435,53440,31095
32900,"Killeen",330714,48,"Texas","TX",81.27309,80.77686,83.08006,82.82539,84.61549,84.64624,86.83865,86.82644,75.35789,75.40652,78.86399,78.85964,81.29425,81.52219,84.95429,85.11031,.3856235,.3986391,.4785258,.4751175,.4967702,.4866473,.5789766,.5705795,.3402108,.3350596,.3891733,.3827358,.4427429,.4372904,.5381219,.5264289,202768,203824,191925,123980,172594,203486,189109,113390
33000,"Fort Worth",1804370,48,"Texas","TX",81.27665,81.19738,83.01375,83.01773,85.01534,84.94767,87.26885,87.32181,75.87742,75.81966,78.75939,78.77225,81.75893,81.74797,84.76343,84.88072,.1650578,.1641757,.1953223,.1925028,.194659,.1930873,.2066956,.2033468,.1393367,.1376992,.1686979,.1680345,.1694984,.1660938,.1746429,.175105,1086198,1168382,1166088,1316344,1008941,1101640,1172583,1300519
33100,"Dallas",3405666,48,"Texas","TX",82.05714,81.98491,83.96651,83.70542,85.71321,85.51412,87.64177,87.6022,77.47617,77.34837,79.61955,79.39374,81.98488,81.86373,85.1807,85.23495,.125534,.148104,.1463852,.1573928,.1518582,.1562198,.1407198,.1457476,.1079256,.1211769,.1309169,.1345083,.1411891,.1412832,.1293591,.131116,1969306,2133669,1993274,2690241,1939903,1936577,1911483,2740751
33200,"Paris",185835,48,"Texas","TX",79.85524,80.44071,83.93598,84.28693,84.79616,85.1774,86.83681,87.13826,74.88061,75.45776,77.7477,78.16454,82.84663,83.18275,82.81086,83.18953,.3940145,.3842747,.4913421,.4728017,.5931253,.5667555,.7486375,.7111611,.3221092,.3205206,.3912639,.3926927,.5224408,.5072712,.6973625,.6721138,148546,121430,107044,64334,132898,123521,103370,58469
33300,"Tyler",434643,48,"Texas","TX",81.42539,81.92828,83.70927,84.09441,85.9958,86.29397,87.282,87.60821,75.5399,76.06342,79.17071,79.56451,81.80607,82.16801,84.37379,84.70907,.2725909,.2645958,.3319362,.3188116,.3628749,.3507009,.442137,.4239765,.2330934,.2380208,.281099,.2780742,.3433515,.3394534,.4206517,.4096417,332980,287632,251161,186526,288914,275257,240018,169119
33400,"Longview",289849,48,"Texas","TX",81.28517,82.13169,83.60531,84.10084,84.94637,85.28725,86.72918,87.09084,74.40372,75.3212,79.09358,79.63741,82.34813,82.70019,83.9342,84.32747,.3438684,.3340083,.4044955,.3872949,.4497342,.4339848,.5472466,.5210612,.2691633,.2756744,.3590098,.3549993,.4188525,.4126628,.5370696,.5156097,224192,180795,172610,121948,180248,190688,177690,112751
33500,"Texarkana",235988,48,"Texas","TX",80.27106,81.17332,83.22972,83.7532,84.41565,84.7857,86.88921,87.23798,75.20698,76.13428,78.56621,79.13449,80.98708,81.34413,83.77738,84.1603,.3598671,.3503246,.4557096,.440367,.5405632,.5211626,.6294891,.5974764,.2952533,.2987939,.3782468,.3739312,.4354036,.4271748,.6095403,.5906935,190387,148049,134172,83384,156171,150270,136410,75309
33601,"Lawton",171610,40,"Oklahoma","OK",80.14417,80.29882,83.384,83.59954,84.24329,84.50954,84.7681,85.12723,73.68628,74.15424,78.76435,79.1911,82.1117,82.40462,84.78329,85.0946,.4399427,.4326983,.5612205,.5430099,.6438199,.6242753,.9582972,.9211139,.3370341,.3396123,.4596326,.4571537,.5967292,.5831539,.8185741,.7902462,116919,104568,102053,66714,97751,105380,102715,61227
33602,"Altus",48010,40,"Oklahoma","OK",81.22565,81.17672,82.00416,82.25652,84.85115,85.09736,88.80934,88.79224,76.30916,76.26353,79.05045,79.26823,80.34393,80.64081,85.46282,85.72789,.8546415,.8304706,1.089778,1.053817,1.19351,1.151222,1.338301,1.315569,.7175356,.7079163,.9029394,.885122,1.043474,1.024074,1.430782,1.374432,32106,27560,24533,12493,30674,28835,24149,11097
33700,"Ardmore",117982,40,"Oklahoma","OK",79.69732,80.1704,82.11359,82.49174,84.658,85.04731,86.16858,86.43191,74.80592,75.25594,79.19597,79.59141,81.85687,82.26598,83.38935,83.6983,.4572886,.4430429,.5725349,.5509251,.7485371,.7172334,1.008572,.9641475,.3691222,.368734,.5146036,.505084,.6631515,.6452829,.9902468,.9609848,100146,83221,66766,34115,89621,83494,64349,31021
33801,"Elk City",60885,40,"Oklahoma","OK",80.16646,80.48496,82.37289,82.6825,84.91245,85.24689,84.7249,85.15331,75.25127,75.50207,78.90035,79.18035,81.83632,82.1793,82.59127,83.00526,.7977152,.7724266,1.025261,.9902034,1.087471,1.03506,1.340852,1.274183,.6114923,.6030801,.8024991,.7858363,.8977666,.8680325,1.189808,1.142702,39149,34267,32449,21489,35845,37056,33883,19775
33802,"Chickasha",75666,40,"Oklahoma","OK",80.46967,80.7949,81.9296,82.33131,84.2647,84.64996,84.59296,85.01436,75.59184,76.00138,78.48611,78.86617,82.17303,82.52595,83.31039,83.6357,.6222365,.5973607,.7924457,.7652161,.9810575,.9448314,1.46974,1.411698,.5163221,.5152447,.6601537,.6520922,.8749543,.8506194,1.223905,1.183224,53569,47795,41976,24308,49059,48318,40907,21801
33803,"Oklahoma City",1154246,40,"Oklahoma","OK",79.72422,80.15029,82.79346,83.07414,85.02061,85.28355,86.75288,86.97231,74.53151,74.98614,79.00793,79.34934,81.62966,81.96558,84.41987,84.69861,.1844107,.1826441,.2131261,.2119097,.2343527,.2302447,.279161,.2707559,.1496122,.1563214,.1856117,.1886176,.2033891,.2028512,.2550263,.2506725,740221,768826,728716,620393,669946,711861,700951,580864
33901,"Ada",69207,40,"Oklahoma","OK",80.78267,81.19442,82.43291,82.88695,85.41512,85.77769,83.34132,83.58253,74.95315,75.43467,80.24309,80.66749,82.60755,82.95527,82.49265,82.87368,.6247795,.5993018,.8472049,.8147561,1.179909,1.127467,1.611779,1.569265,.5135831,.5107484,.7993603,.7821749,.97594,.9428701,1.543702,1.512609,56660,43346,30999,16832,51362,40837,29687,14911
33902,"Sherman",178371,48,"Texas","TX",80.64771,81.15858,83.18781,83.45106,85.20905,85.56026,86.83632,87.13992,75.25022,75.78617,79.43116,79.68154,81.9317,82.31538,83.46769,83.85999,.433957,.416063,.4833253,.4664302,.5819016,.5584063,.7487877,.7122712,.3344795,.33426,.4238902,.4171053,.5565711,.5436826,.6941293,.6698627,136540,126908,113790,74300,123447,122844,108210,68522
34001,"Hot Springs",210357,5,"Arkansas","AR",80.70176,81.40149,84.09824,84.5144,86.90315,87.18684,87.36449,87.71552,74.89769,75.65954,79.51531,80.01816,81.97301,82.40356,83.4061,83.8278,.3688065,.3594958,.4338347,.4195893,.4489961,.4316437,.6678796,.6300089,.2853982,.2900224,.3931302,.3892445,.4961406,.4897678,.6455088,.6232274,185032,146071,117864,68673,168262,144340,105094,57934
34002,"Idabel",97397,40,"Oklahoma","OK",80.5089,81.01694,83.78355,84.17034,83.3288,83.76799,85.24615,85.65357,75.81654,76.32616,79.08262,79.46329,81.68677,82.06483,80.51367,80.97726,.5118222,.4927409,.6873314,.656743,.9512868,.9124746,1.486738,1.412534,.3958613,.3977414,.5667354,.5558744,.8854294,.8595904,1.266279,1.246192,94830,61987,38359,16156,88592,63667,36814,14569
34102,"Anchorage",369296,2,"Alaska","AK",82.39581,81.98357,83.84137,83.72305,86.03014,85.71067,87.11355,87.11412,76.09638,76.14143,80.28011,80.49573,82.74329,82.82256,85.56526,85.7439,.4257082,.4355713,.4580643,.4600878,.368562,.3875938,.3773868,.3768973,.3148184,.3132954,.3583046,.3535677,.3597722,.3559212,.3243083,.3150332,167752,223746,273450,354801,184865,221015,295195,364006
34109,"Juneau",37347,2,"Alaska","AK",84.73373,84.98414,83.55862,82.99745,85.57306,85.69746,88.23154,88.14512,79.19102,79.61101,82.44596,82.36098,81.22826,81.49767,84.08777,84.3259,1.250021,1.184667,1.632035,1.6295,1.28277,1.239519,1.137302,1.132828,1.096611,1.060987,1.16885,1.155024,1.057242,1.030696,1.074628,1.040582,15568,24161,30705,35647,19449,24074,33241,34249
